iso_code,iso_code,,new_deaths_smoothed_per_million,total_vaccinations,people_vaccinated,people_fully_vaccinated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excess_mortality,excess_mortality_cumulative_per_million
BRA,South America,,4.876,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.892,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.902,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.912,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.94,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.025,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.97,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.93,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.866,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.792,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.86,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.04,441.4364172
BRA,South America,,4.754,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.716,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.661,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.728,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.839,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.855,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.734,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.658,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.688,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.812,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.703,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.582,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.592,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.54,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.471,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.483,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.488,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.593,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.579,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.576,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.605,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.675,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.587,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.538,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.439,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.383,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.215,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.081,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.127,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.091,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.04,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9,550.9003908
BRA,South America,,4.005,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.088,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.009,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.009,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.814,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.852,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.634,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.217,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.186,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.257,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.257,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.365,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.33,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.422,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.793,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.663,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.593,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.58,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.523,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.487,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.492,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.28,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.231,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.227,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.254,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.246,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.196,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.239,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.272,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.14,624.3678358
BRA,South America,,3.257,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.145,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.056,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.069,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.07,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.038,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.867,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.841,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.841,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.805,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.752,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.62,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.332,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.336,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.389,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.382,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.302,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.274,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.362,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.542,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.434,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.228,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.175,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.156,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.155,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.139,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.058,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.013,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.044,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.05,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,1.987,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.31,699.597081
BRA,South America,,1.967,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,1.876,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,1.717,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,1.793,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,1.828,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,1.626,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,1.584,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,1.575,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,1.589,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,1.529,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,1.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,1.72,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,1.923,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.26,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.227,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.274,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.594,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.714,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.526,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.484,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.232,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.258,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.323,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.289,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.202,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.242,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.272,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.397,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.434,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.431,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.77,773.1895691
BRA,South America,,2.47,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.507,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.541,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.62,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.689,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.76,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.809,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.885,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.001,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.006,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.995,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.015,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.985,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.043,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
