iso_code,iso_code,,new_deaths_smoothed_per_million,total_vaccinations,people_vaccinated,people_fully_vaccinated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excess_mortality,excess_mortality_cumulative_per_million
BRA,South America,,3.134,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.193,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.387,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.491,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.479,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.562,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.594,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.617,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.633,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.433,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.209,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.967,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.913,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.897,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,2.952,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.291,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.94,899.2712012
BRA,South America,,3.282,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.28,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.263,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.302,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.393,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.403,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,3.737,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.145,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.622,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.742,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.671,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.629,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.651,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.408,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.444,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.448,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.488,112,112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.478,1109,1109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.502,13527,13527,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.589,105824,105824,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.718,193699,193699,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.675,462269,462269,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.762,573268,573268,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.792,613954,613954,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.934,801759,801759,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.931,1045746,1045746,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.892,1327546,1327546,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.952,1563098,1563098,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.963,1923813,1923813,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.994,2046523,2046523,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.976,2084119,2084119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.11,1079.310766
BRA,South America,,4.932,2292551,2292551,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.002,2521704,2521704,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.911,2802134,2802134,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.803,3074906,3074906,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.912,3401383,3399421,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.742,3553681,3534004,19677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.69,3605538,3579850,25688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.755,3820207,3786591,33616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.791,4120332,4069677,50655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.899,4406835,4326075,80760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.01,4696136,4586270,109866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.989,5125206,4946738,178468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.048,5236943,5042713,194230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.157,5293979,5076110,217869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.084,5609937,5324317,285620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.935,5883539,5326007,557532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.82,6206680,5482925,723755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.818,6535156,5640483,894673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.892,6813168,5756361,1056807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.896,6950802,5817908,1132894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.865,7028356,5857080,1171276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.932,7297061,6002873,1294188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.11,7551676,6116082,1435594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.281,7799000,6202055,1596945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.372,8101787,6346769,1755018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.38,8322042,6437836,1884206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.527,8433568,6518628,1914940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.638,8465403,6542206,1923197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.57,1240.002256
BRA,South America,,5.716,8841027,6806293,2034734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.958,9277322,7114219,2163103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,6.225,9739676,7417852,2321824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,6.381,10169160,7701146,2468014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,6.628,10576542,7958939,2617603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,6.787,10830688,8142004,2688684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,7.003,10948409,8227671,2720738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,7.199,11357494,8504966,2852528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,7.353,11756131,8764547,2991584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,7.708,12181103,9013293,3167810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,7.966,12613179,9298511,3314668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,8.238,13017720,9547655,3470065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,8.548,13223729,9669967,3553762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,8.53,13286664,9718209,3568455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,8.671,13763573,10087787,3675786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,9.27,14198794,10402388,3796406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,9.457,14648691,10725474,3923217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,9.809,15087602,11055747,4031855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,10.165,15623349,11509501,4113848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,10.44,15883688,11739832,4143856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,10.558,15980363,11818482,4161881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,10.737,16567102,12314847,4252255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,10.935,17157631,12817812,4339819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,10.706,17886781,13436373,4450408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,10.659,18655345,14102934,4552411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,11.229,19577786,14928869,4648917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,11.922,19962072,15282128,4679944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,12.146,20216938,15513974,4702964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,12.419,21160763,16335279,4825484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,12.758,21950245,16995184,4955061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,13.829,22839287,17745732,5093555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.18,1683.659587
BRA,South America,,14.497,23880805,18639028,5241777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,14.024,24181208,18900837,5280371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,13.024,24575470,19222342,5353128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,12.798,24910668,19510333,5400335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,12.73,25658532,20056296,5602236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,13.006,26736003,20850120,5885883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,12.836,27644079,21538484,6105595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,13.165,28653848,22246612,6407236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,13.799,29544578,22693305,6851273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,14.111,30084664,23097172,6987492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,14.521,30356896,23300896,7056000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,14.387,31316420,23910515,7405905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,14.18,32217205,24473138,7744067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,14.029,33148388,24996380,8152008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,13.591,34050325,25478194,8572131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,13.315,34993448,25810304,9183144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,13.647,35603882,26085155,9518727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,13.424,35817144,26210282,9606862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,13.454,36910479,26707227,10203252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,13.181,37909705,27184073,10725632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,13.016,38467754,27518053,10949701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,12.056,39291064,27887014,11404050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,11.859,41073104,28783905,12289199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,11.785,41494939,28981002,12513937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,11.66,41626753,29041497,12585256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,11.409,42787199,29601947,13185252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,11.232,44287510,30275923,14011587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,11.109,45379804,30748674,14631130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,11.762,46426188,31243694,15182494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,11.642,47399150,31696792,15702358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.83,2067.230943
BRA,South America,,11.291,47663526,31830880,15832646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,11.246,47755613,31884404,15871209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,11.076,48643324,32345310,16298014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,11.008,49626137,32896171,16729966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,10.847,50576224,33490395,17085829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,10.517,51624587,34271192,17353395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,10.067,52647815,35008550,17639265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,9.961,52972460,35253389,17719071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,9.732,53064124,35318058,17746066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,9.723,54008862,35926219,18082643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,9.234,54912939,36523507,18389432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,9.107,55907165,37233983,18673182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,8.934,56583962,37768491,18815471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,8.935,57313642,38320507,18993135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,8.881,57668646,38570631,19098015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,8.974,57935280,38752714,19182566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,8.956,58714631,39284275,19430356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,9.094,59603625,39891922,19711703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,9.04,60363334,40435632,19927702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,9.196,61297420,41089722,20207698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,9.155,62122684,41659039,20463645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,8.972,62459684,41882011,20577673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,8.857,63278821,42474538,20804283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,8.708,64098809,43008064,21090745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,8.53,64918585,43525933,21392652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,8.506,65668438,44045168,21623270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,8.232,66363506,44530761,21832745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,8.432,67359292,45284397,22074895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,8.576,67761958,45604680,22157278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,8.592,67874735,45684962,22189773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,8.661,68665647,46328168,22337479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.54,2353.793171
BRA,South America,,8.761,69477898,46932629,22545269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,8.791,70685368,47852026,22833342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,8.666,71245492,48321463,22924029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,7.843,71961789,48963900,22997889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,7.663,72586950,49491413,23095537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,7.641,72811509,49685501,23126008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,7.763,73614079,50381104,23232975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,7.972,74920113,51502554,23417559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,7.895,76117123,52567517,23549606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,8.288,77243101,53577624,23665477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,8.946,78471914,54685737,23786177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,9.148,79118243,55292343,23825900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,9.308,79466212,55617274,23848938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,9.222,80577338,56657381,23919957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,9.247,81940689,57910386,24030303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,9.454,83181485,59068483,24113002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,9.326,85441106,61187304,24253802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,9.526,87160471,62785859,24374612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,9.68,88108418,63659153,24449265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,9.62,88570223,64099339,24470884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,9.594,90013336,65421825,24591511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,9.206,91420290,66688623,24731667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,8.915,92782243,67890907,24891336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,8.731,94322179,69113521,25208658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,8.419,95764065,70369603,25404254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,7.96,96545254,71090361,25520772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,7.754,96789753,71319026,25568632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,7.576,97929680,72324820,25866869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,7.466,99828676,73943650,26348752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,7.332,101167462,75097273,26642477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98,2591.353462
BRA,South America,,7.261,102561737,76284848,26949200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,7.173,104047565,77586349,27259467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,7.253,104753510,78210253,27418130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,7.286,105097389,78512727,27489232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,7.336,106696625,79835457,27854683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,7.217,108247755,81152984,28317786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,6.897,109976127,82649595,28929443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,6.761,111573265,83948802,29547039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,6.491,112999344,85166293,30044191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,6.173,113929447,85922323,30387607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,6.036,114350128,86272249,30545014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,6.031,115654260,87264587,31003288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.964,117154411,88385719,31569503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.932,118689127,89449394,32219034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.853,120155331,90743692,32832460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.798,121651233,91739486,33467323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.873,122615695,92434146,33818142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.817,122859535,92630599,33891244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.741,124433796,93786760,34383717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.554,126315897,95101845,35053766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.464,128199383,96304601,35808080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.345,130131385,97428671,36676823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.28,131858906,98712936,37161762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.153,132812191,99391757,37463852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.152,133139145,99610570,37583404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.123,134540217,100522817,38110566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.063,136158369,101528055,38761406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,5.045,137944954,102535345,39603390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.985,139483586,103363365,40360686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.714,141319627,104477597,41116889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.626,142301917,105083580,41507968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.23,2745.090133
BRA,South America,,4.584,142598659,105292650,41599313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.53,143762758,105934725,42147735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.495,145618595,107137953,42823483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BRA,South America,,4.295,148054492,108658469,43769705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
